idsbr,nama_usaha,nama_komersial_usaha,alamat,nama_sls,kodepos,nomor_telepon,nomor_whatsapp,email,website,latitude,longitude,keberadaan_usaha,kdprov,kdkab,kdkec,kddesa
5961114,PANGKAS RAMBUT ANDA,,JL. GELORA MANDIRI,,,085299777465,,,,,,1,73,72,010,004
5961115,MAKE UP/TATA RIAS KECANTIKAN <HJ. ISRAWATI>,,BTN TIMURAMA BLOK A8/8,,,085255929293,,,,,,1,73,72,010,004
5961116,TUKANG JAHIT SALAK <NAHERIA >,,J L PAREANG,,,085340236094,,,,,,1,73,72,011,003
5961140,SALON LOLITA,,JALAN BAUMASSEPE,,,085250444591,,,,,,1,73,72,011,001
5961163,TUKANG KAYU (NASIR),,JL PESANGGRAHAN NO 1A,,,081342040886,,,,,,1,73,72,011,001
5961178,TUKANG CUCI <ASNAWATI>,,REFORMASI,,,082344188204,,,,,,1,73,72,011,005
5961179,LOUNDRY <SARMILA>,,JL KARAENG BURANE,,,,,,,,,1,73,72,020,002
5961385,SERVIS ELEKTRONIK <JEFRI>,,JL CENDRAWASIH,,,,,,,,,1,73,72,010,005
5961386,SERVICE HANDPHONE <MUH ARIS>,,JALAN JEND SUDI RMAN,,,0811420777,,,,,,1,73,72,011,002
5961399,ALDA SALON,,JL. A. MAPPANGALUNG,,,085398027277,,,,,,1,73,72,030,007
5961447,PENJAHIT <ROSITA>,,JL BAU MASSEPE,,,081223197265,,,,,,1,73,72,011,005
5961499,AF TANY LOUNDRY,,JALAN ANGSANA BLOK E,,,0853971563331,,,,,,1,73,72,010,004
5961784,DOLPHIN LAUNDRY <NURUL NIRMAYANTI>,,JL REFORMASI,,,085230238216,,,,,,1,73,72,011,005
5961785,TUKANG CUKUR <LATANG>,,JALAN NUSANTARA,,,,,,,,,1,73,72,020,003
5961786,USAHA ELECTRONIK <JAMES>,,WATANG SOREANG,,,0811425586,,,,,,1,73,72,030,006
5961787,TUKANG TEBANG POHON <ASSE>,,JL LAUPE LORONG AKPER,,,,,,,,,1,73,72,030,007
5961788,JAHIT PAKAIAN (MARDIANA),,JL LAUPE,,,,,,,,,1,73,72,030,007
5962274,TUKANG PARKIR <SYARIFUDDIN>,,JL MATTIROTASI,,,082384930452,,,,,,1,73,72,011,005
5962346,TUKANG JAHIT / VERMAK (A NISAR),,GERBANG NIAGA PASAR LAKESSI,,,,,,,,,1,73,72,030,002
5962522,SERVICE KOMPUTER<MUH ADIN>,,JL BANGAU BLOK F,,,081354917933,,,,,,1,73,72,010,004
5962993,TEHNIK 99 SERVIS ELEKTRONIK <FAJAR>,,JALAN JEND AHMAD YANI,,,085242869633,,,,,,1,73,72,020,005
5962994,PENJAHIT SEPATU <HARIYANTO>,,JL PELITA,,,085255777783,,,,,,1,73,72,030,001
5962995,SALON MILA,,JL OPU DG RISAJU,,,0811412560,,,,,,1,73,72,030,002
5962996,VERMAK PAKAIAN <RATNA DEWI>,,JL SAWI,,,082330629267,,,,,,1,73,72,030,003
5962997,REKHA SALON,,LORONG MASPUL,,,085241442264,,,,,,1,73,72,030,003
5962998,JASA ANGKAT BARANG <INAJA>,,JALAN TAKKALAO,,,,,,,,,1,73,72,030,005
5963066,SALON CERIA,,JL SULAWESI NO 28,,,,,,,,,1,73,72,020,003
5963211,USAHA PERBAIKAN ELEKTRONIK <ABDULLAH AZIS>,,JALAN ABU BAKAR LAMBOGO LR. MASPUL,,,081342743276,,,,,,1,73,72,020,002
5963212,USAHA PERMAK PAKAIAN <RUTH REZA>,,JL PUSKESMAS,,,085396325577,,,,,,1,73,72,020,005
5963272,VERMAK PAKAIAN <ENI>,,JALAN ATLETIK,,,,,,,,,1,73,72,011,006
5963273,SALON SAYONARA<SANTI>,,JALAN BAU MASSEPE NO 377,,,085398027123,,,,,,1,73,72,020,002
5963274,SALON DINI MELATI,,BTN JAWI-JAWI BLOK C,,,082327777757,,,,,,1,73,72,020,005
5963348,SALON PUTRI,,JL. JOMPIE,,,085298866866,,,,,,1,73,72,020,005
5963349,USAHA SOL <YANIS>,,JALAN LASINRANG,,,081354659663,,,,,,1,73,72,030,002
5963621,CHELSY SALON,,JL MENARA,,,08114232527,,,,,,1,73,72,030,006
5963769,UKIR NAMA DI BATU NISAN DAN MARMER,,JL ANDI SINTA,,,042122247,,,,,,1,73,72,030,002
5963770,PEMOTONGAN HEWAN <SADIKIL ANTAR>,,JI TERRUNG NO 12,,,082311174447,,,,,,1,73,72,030,005
5964784,TUKANG PARKIR <RABALI>,,SENGGOL DEPAN ADIPURA,,,085343857748,,,,,,1,73,72,011,004
5964785,RUMAHMU LAUNDRY,,JLN JENDRAL AHMAD YANI BLOK B2 NOMOR 2,,,0811412703,,,,,,1,73,72,020,005
5964797,TUKANG SERVIS ELEKTRONIK <ANJAS>,,JALAN KESUMA TIMUR,,,085242760581,,,,,,1,73,72,011,006
5964940,PENGGALI KUBUR <RAMLI>,,JL LAMMIDE PUDEE,,,081342343761,,,,,,1,73,72,010,004
5964966,TUKANG CAT RUMAH <MUSTAKIM>,,JL PINGGIR LAUT,,,085299814432,,,,,,1,73,72,011,001
5964967,BERLIAN LAUNDRY,,JL H A MAH ARSYAD BTN SOREANG PERMAI,,,082193609095,,,,,,1,73,72,030,006
5964971,SERVICE HP (STENLY),,JL H JAMIL ISMAIL,,,085397799623,,,,,,1,73,72,030,004
5964987,REPARASI ELEKTRONIK <AMBO AWE>,,JALAN ABD RASYID,,,085255878812,,,,,,1,73,72,020,001
5965016,SERVICE ELEKTRONIK <BAHARUDDIN >,,JALAN JEND SUDIRMAN,,,085255455059,,,,,,1,73,72,011,002
5965034,SERVISE ELEKTRONIK <SYAERUDDIN>,,JL PANCASILA SELATAN NO 2,,,081342648831,,,,,,1,73,72,020,004
5965106,CUCI KARPET <AYYUB>,,J L BERINGIN,,,082393597447,,,,,,1,73,72,011,002
5965107,SERVICE DINAMO <SANDI A>,,JALAN ANDI MAKKASAU,,,081241426731,,,,,,1,73,72,020,003
5965163,SERVICE ELEKTRONIK<BASRI>,,JL LASANGGA,,,085259045793,,,,,,1,73,72,010,004
5965242,SALON EVA,,JL SIRATAL MUSTAKIM,,,081242479683,,,,,,1,73,72,011,004
5965243,BURUH PELABUHAN <YOGA>,,JALAN KIJANG,,,082189128670,,,,,,1,73,72,020,001
5965370,USAHA REPARASI KURSI <HARIS>,,JL MANUNGGAL,,,081236113798,,,,,,1,73,72,030,007
5965390,SERVIS HP <ALEXANDER>,,JL SIRATAL MUSTAKIM,,,082191611699,,,,,,1,73,72,011,004
5965504,MITRA MADURA <BUDIAMIN>,,JALAN BAU MASSEPE NO 205,,,085342257354,,,,,,1,73,72,011,004
5967139,TOKO ILHAM,,JL. ANDI CAMMI,,,08123456789,,,,,,1,73,72,020,
5967140,MTM GAMES,,JL. BAU MASSEPE,,,08123456789,,,,,,1,73,72,011,
5967141,BUTIK IFA,,JL. A. MAKKASAU,,,08123456789,,,,,,1,73,72,030,
5967142,MEGA PUTRA SEJAHTERA,,JL. H.A. MUH ARSYAD,,,08123456789,,,,,,1,73,72,030,
5967143,PENJUAL PECAH BELAH BOBY,,JL LASINRANG LAKESSI,,,08123456789,,,,,,1,73,72,030,
5967144,MM CAHAYA MALLUSETASI (CU),,JL MELATI,,,085295084754,,,,,,1,73,72,020,
5967145,MIMAI,,JL A MAKKASAU TELP.081234567890,,,,,,,,,1,73,72,030,
5967146,MST OTO,,JL JEND AHMAD YANI,,,081222451131,,,,,,1,73,72,020,
5967147,TRANS HP,,JL ANDI MAKASSAU,,,081234567890,,,,,,1,73,72,030,
5967148,PT SULAWESI BERLIAN MOTOR,,JL H.A.M ARSYAD RUKO NO 3 RT.01 RW.07 KODEPOS 91132,,,085237083426,,,,,,1,73,72,030,
5967149,APRIANA MOTOR,,JL PELITA NO 49,,,08123456789,,,,,,1,73,72,030,
5967150,BENGKEL MOTOR <IRWAN>,,JL H. A. M ARSYAD RT.02. RW.04 KODEPOS 91132,,,085398082007,,,,,,1,73,72,030,
5970596,UD AKBAR,,JL JEND MUH YUSUF RT 001 RW 008,,,085242718158,,,,,,1,73,72,010,005
5970597,PT RAEHANA AMIR,,JL BAU MASSEPE,,,082197976462,,,,,,1,73,72,011,001
5970598,PT SUMBER ALFARIA TRIJAYA TBK (ALFAMART),ALFAMART,JL. BAUMASSEPE,,,082111202438,,,,,,1,73,72,011,001
5970599,"TOKO UTAMA, PT",TOKO UTAMA,JL. BAU MASSEPE NO. 59,,,081380765712,,,,,,1,73,72,011,003
5970600,PT SUMBER ALFARIA TRIJAYA TBK (ALFAMART),,JL BAU MASSEPE,,,082111210863,,,,,,1,73,72,011,004
5970601,"INDOMARCO PRISMATAMA, PT",Indomaret,JL. BAMASSEPE NO. 161,,,0895374990902,,,,,,1,73,72,011,006
5970602,SEJAHTERA,,JL BAU MASSEPE NO 263,,,042122954,,,,,,1,73,72,020,001
5970603,TOKO PURNAMA,,JL BAU MASSEPE NO 279,,,042121563,,,,,,1,73,72,020,001
5970604,SINAR TENGGARA,SINAR TENGGARA,JL. BAU MASSEPE NO. 305,,,085394863633,,,,,,1,73,72,020,001
5970605,CV AMANDA BROWNIES PAREPARE,AMANDA BROWNIES PAREPARE,JALAN BAU MASSEPE NO. 385,,,04212914958,,,,,,1,73,72,020,002
5970606,PT ALFARIA TRIJAYA TBK,,JL VETERAN NO 2,,,082394468307,,,,,,1,73,72,020,002
5970607,TOKO CINDY,,JL DG PARANI NO 14,,,085351131313,,,,,,1,73,72,020,002
5970608,MASTER OPPO,,JL BAU MASSEPE NO 448,,,08124477000,,,,,,1,73,72,020,002
5970609,SENTRAL OLI,,JL BAU MASSEPE NO 398A,,,042125653,,,,,,1,73,72,020,002
5970610,SURYA MANDIRI,,JL ABDUL KADIR,,,042122484,,,,,,1,73,72,020,002
5970611,PT MATAHARI SINAR TIMUR,,JL KARAENG BURANE NO 28,,,042122321,,,,,,1,73,72,020,002
5970612,"INDOMARCO PRISMA TAMA, PT",Indomaret,JL. BAU MASSEPEN NO. 175,,,082248511917,,Klikindomaret@gmail.com,,,,1,73,72,020,002
5970613,"INDOMARCO PRISMA TAMA , PT",Indomaret,JL. SULTAN HASANUDDIN,,,08113352604,,,,,,1,73,72,020,003
5970614,PT SUMBER ALFARIA TRIJAYA (ALFAMART),ALFAMARET,JL. VETERAN NO. 1,,,081294669893,,,,,,1,73,72,020,003
5970615,SINAR MATAHARI,,JL SULTAN HASANUDDIN NO 18,,,085399183888,,,,,,1,73,72,020,003
5970616,TOKO 1001,,JL BASO DG PATOMPO,,,0,,,,,,8,73,72,020,003
5970617,AUDIO ELEKTRIK,,JL BASO DAENG PATOMPO NO 16 - 18,,,042121820,,,,,,1,73,72,020,003
5970618,SYAHRANI,,JL PELITA TENGGARA,,,081342074574,,,,,,1,73,72,020,004
5970619,TOKO HERA 2,TOKO HERA,JL. A. MAPPANGARA,,,082122273347,,,,,,1,73,72,020,005
5970620,"INDOMARCO PRISMATAMA, PT",Indomaret,JL. JEND. A. YANI NO. 2 KM 3,,,08111500280,,,,,,1,73,72,020,005
5970621,RAHMAT ATK SHOP,,JL JEND A YANI KM 6,,,0,,,,,,4,73,72,020,005
5970622,TOKO BENTENG MOTOR,TOKO BENTENG MOTOR,JL. A. MAKKASAU NO. 7,,,082193640777,,,,,,1,73,72,030,001
5970623,PT MIMAI,,JL ANDI MAKASSAU,,,0,,,,,,1,73,72,030,002
5970624,TOKO ALFAMIDI,,JL A MAKASSAU,,,0,,,,,,9,73,72,030,003
5970625,TOKO ALFAMIDI,,JL JEND AHMAD YANI,,,0,,,,,,1,73,72,030,003
5970626,TOKO INDOMARET,,JL LAHALEDE,,,0,,,,,,1,73,72,030,004
5970627,TOKO ALFAMART,,JL JEND A YANI,,,0,,,,,,1,73,72,030,004
5970628,TOKO PINK,PINK MINI,JALAN KEBUN SAYUR NO. 1B,,,081355676750,,,,,,1,73,72,030,005
5970629,HAWAII MART PAREPARE,HAWAII MART PAREPARE,JALAN JENDRAL AHMAD YANI NO. 146,,,085314446681,,,,,,1,73,72,030,005
5970630,PT INDOMARCO PRISMATAMA (INDOMARET),,JL HAM ARSYAD RT 01 RW 07,,,0,,,,,,1,73,72,030,005
5970631,TOKO ALFAMART,,JL HAM ARSYAD RT 01 RW 07,,,0,,,,,,1,73,72,030,005
5970632,TOKO ALFAMIDI,,JL HAM ARSYAD RT 02 RW 03,,,0,,,,,,1,73,72,030,006
5970633,TOKO ALFAMART,,JL JEND A YANI RT 02 RW 05,,,085314446681,,,,,,1,73,72,030,007
5975403,Toko Kelontong Nurdiana,,Jalan Singa No.24 E,,,081355626252,,,,,,1,73,72,,
5975786,KONSTRUKSI 'M.HATTA',,JALAN LINTAS BRIMOB,,,,,,,,,1,73,72,,
5976269,R2 CELL/SAHABAT KUOTA,,JL. GARUDA PERUMNAS,,,,,,,,,1,73,72,,
5981283,PT AN-NUR MAARIF,PT AN-NUR MAARIF,JLN JENDERAL SUDIRMAN NO 1,,,6282377773211,,,WWW.ANNURMAARIF.COM,,,1,73,72,020,005
6022618,WISMA SRIWIJAYA,WISMA SRIWIJAYA,JL JENDRAL AHMAD YANI KM 3,,,,,,,,,1,73,72,020,005
6054305,FIRMAN/ KOST PUTRI AZ-ZAHRA,,JALAN JENDERAL AHMAD YANI (BTN GRAHA LAPADDE),,,081242096477,,,,,,1,73,72,,
6055143,INDYE MAKE UP,,JALAN CENDRAWASIH BLOK H-45,,,085696806507,,,,,,1,73,72,,
6058708,hotel ashar,Hotel Ashar,"Jl. Sultan Hasanuddin No.9, Parepare, Sulawesi Selatan, Indonesia",,,,,,,-4.0099454883916,119.62157037109,1,73,72,020,003
6062407,Hotel Pare Wisata,,,,,082349470665,,,,-4.0059243218738,119.62281491607,1,73,72,020,003
6070781,KOPERASI PEGAWAI NEGERI HANDAYANI,,PETTANA RAJENG NO. 01,,,,,,,,,1,73,72,020,003
6070782,KOPERASI KARYAWAN FASTRON,,JL. H.A.M. ARSYAD NO. 1,,,42121611,,KOPERASI.FASTRON@GMAIL.COM,,,,1,73,72,030,007
6070783,KOPERASI UNIT DESA (KUD) BACUKIKI,,JL. BALI MASSEPE NO.79,,,27620,,,,,,1,73,72,011,003
6070784,KOPERASI PEGAWAI NEGERI SMEAN KOTA PAREPARE,,JLN. BAU MASSEPE NO.34,,,421217781,,,,,,1,73,72,011,001
6070785,KSP BALOTA,,JL JEND AHMAD YANI,,,81342544409,,,,,,1,73,72,030,007
6070786,KSP PARE-PARE ABADI,,JL TINUMBU BARAT NO 18,,,08114107710,,,,,,1,73,72,020,001
6070787,KAP PA BAKTI HURIA SYARIAH,,JL AGUSSALIM NO 81,,,81245333535,,,,,,1,73,72,030,007
6070788,KOPERASI KREDIT UNION SALIAN SIBARUNG,,JL MUSPIKA KEL BUKIT INDAH KEC SOREANG,,,82189168769,,,,,,1,73,72,030,007
6070789,KOPERASI PEGAWAI NEGERI MEKAR SMPN 10 PARE-PARE,,JL. BAU MASSEPE,,,42121331,,,,,,1,73,72,020,005
6070790,KOPERASI PEGAWAI NEGERI KARYA JAYA SMP NEGERI 3 PAREPARE,,JLN.JEND.SUDIRMAN.NO.4,,,22498,,KPRIKARYAJAYASMPN3PAREPARE@GMAIL.COM,,,,1,73,72,011,002
6070791,KPRI KARYA HARAPAN SMA NEGERI 3 PAREPARE,,JL.PENDIDIKAN NO.9 PAREPARE,,,42122836,,,,,,1,73,72,030,001
6075536,OJEK,,JL. ANDI SINTA,,,,,,,,,4,73,72,,
6076119,PRAKTEK BIDAN NORMA,,BTN PONDOK INDAH SOREANG,,,,,,,,,1,73,72,,
6076120,MTS DDI JABAL NUR,,JL. H.P. CARA,,,,,,,-3.992057000000,119.669009000000,1,73,72,,
6076121,STAND HJ. MASITA,,KOMPLEKS PASAR LAKESSI,,,,,,,,,1,73,72,,
6076122,TUKANG BATU SALEH,,JL. SAMPARAJA KELU UJUNG BULU,,,,,,,,,1,73,72,,
6076123,LAUNDRY BMR,,JL. SAMPARAJA NO 24,,,,,,,,,1,73,72,,
6076124,AMANDA,,JL. PENDAKIAN RT 03/RW 08,,,,,,,,,1,73,72,,
6076125,PABRIK ES BATU TPI CEMPAE,,JL. PETTA ODDO,,,,,,,,,1,73,72,,
6076126,BANK SAMPAH PEDULI,,JL. MATTIROTASI NO 1,,,,,,,,,1,73,72,,
6076127,OJEK MOTOR (SOEWARDI),,JALAN SAMPARAJA NO.23,,,,,,,,,1,73,72,,
6076155,US NASI KUNING MBAK RULIN,,JL. LASINRANG,,,,,,,,,1,73,72,,
6076189,WARUNG KENTAKY DIDI RIYANTO,,JL. SAMPARAJA,,,,,,,,,1,73,72,,
6076225,MASITA CELL,,JL. MUHAMMADIYAH,,,,,,,,,1,73,72,,
6076226,CERMIN FOTO STUDIO,,JL. CUMI CUMI NO.12,,,,,,,,,1,73,72,,
6076227,SMK MUHAMMADIYAH PAREPARE,,JL. MUHAMMADIYAH,,,,,,,,,1,73,72,,
6076228,KOPERASI SURYA SANDRANG,,JL. OPU DG RISAJU NO.14,,,,,,,,,1,73,72,,
6076229,PETANI PADI NURDIN,,JL. JEND. A. YANI NO.82,,,,,,,,,1,73,72,,
6076230,JUAL KAYU BALOK DAN PAPAN ZULKARNAIN,,JL. A. SINTA,,,,,,,,,1,73,72,,
6076231,PRAKTEK BIDAN SUMIATI,,JALAN ANDI MAKKASAU,,,,,,,,,1,73,72,,
6076232,JUAL GAS ELPIJI 3 KG ( PANGKALAN ),,JL. ANDI SINTA,,,,,,,,,1,73,72,,
6077046,US. SINAR BORNEO,,JL. ANDI SINTA NO. 91,,,,,,,,,1,73,72,,
6077047,CITRA INSAN CELL,,JL.LAHALEDE,,,,,,,,,1,73,72,,
6077048,PABRIK ES BATU LAKESSI,,JL. LASINRANG NO. 182,,,,,,,,,1,73,72,,
6077049,PENGELOLAAN KUE BASAH,,JL. ANDI SINTA LR 5,,,,,,,,,1,73,72,,
6077050,US. NADIRA,,JL. AMIN LAENGKE 9 ( KOMP. PASAR SENTRAL LAKESSI ),,,,,,,,,1,73,72,,
6077051,STAND MUNIRA,,JL. SULTAN HASANUDDIN ( KOMP. PASAR SENGGOL ),,,,,,,,,1,73,72,,
6077052,SAMNUR,,JL. SAWI,,,,,,,,,1,73,72,,
6077053,KONSTRUKSI,,JL. JENDRAL SUDIRMAN,,,,,,,,,1,73,72,,
6077167,PT. MARIO BAKTI NUSANTARA,,"BACUKIKI BARAT, LOMPOE SULSEL 91121",,,,,,,,,1,73,72,,
6077251,KONSTRUKSI,,JL. YUSUF MAJID,,,,,,,,,1,73,72,,
6083564,PT GREENLAND SULAWESI,,JALAN JENDRAL SUDIRMAN,,,0811444300,,,,,,1,73,72,011,005
6084788,WARUNG BAKSO MA BAGONG,,JALAN DAENG PAWERO NO.12,,,085342154891,,,,,,1,73,72,011,001
6084789,DAPUR BONSAI,,JALAN JENDRAL SUDIRMAN,,,085331233839,,bunga.wana@yahoo.co.id,,,,1,73,72,011,005
6084790,MTS DDI JABAL NUR,,JALAN H. PUANG CARA,,,085255051366,,,,,,4,73,72,011,005
6084791,HI FOTO,,JALAN SINGA NO.16 B,,,085256919807,,,,,,1,73,72,020,001
6084792,KOPERASI SIMPAN PINJAM HARMONIS,,JALAN ABD RASYID no.3,,,085331312846,,,,,,1,73,72,020,001
6084793,OJEK MOTOR 'BUHARI',,JALAN LAUPE LORONG POLTEKES,,,085342017803,,,,,,1,73,72,020,001
6084794,LAUNDRY BMR,,JALAN SAMPARAJA NO.24,,,085255959801,,fri036245@gmail.com,,,,1,73,72,020,004
6084795,TUKANG BATU 'SALEH',,JALAN SAMPARAJA,,,082348301759,,,,,,1,73,72,020,004
6084796,USAHA MEUBEL KURSI 'H.ARSYAD',,JALAN INDUSTRI KECIL,,,082245258595,,,,,,1,73,72,020,004
6084797,BINTANG PELANG ENTERTAINMENT,,JALAN PUSKESMAS NO.21,,,085246746149,,,,,,1,73,72,020,005
6084798,PENJUAL PULSA 'ANA',,JALAN TITANG,,,085397772889,,,,,,1,73,72,030,006
6084799,BIDAN PRAKTEK SWASTA 'HJ NORMA',,JALAN BTN PONDOK INDAH,,,081342931485,,,,,,1,73,72,030,007
6096745,PDAM KOTA PARE-PARE,,"JL. TIRTA DARMA NO 1, PAREPARE [91131]",,,042121294,,,,,,1,73,72,,
6181056,USAHA MEMBUAT GORENGAN (MASITA),,JL H.A.M ARSYAD,,,082393019765,,,,,,1,73,72,030,006
6181057,USAHA MEMBUAT GORENGAN (SANTI),,JL PINGGIR LAUT,,,082334651030,,,,,,1,73,72,030,006
6181058,USAHA MEMBUAT KUE BASAH (SATRIANI),,JL H.A.M ARSYAD,,,081908790364,,,,,,1,73,72,030,006
6181059,USSAHA MEMBUAT ROTI GORENG (HJ MINA),,JL H.A.M ARSYAD,,,082350336545,,,,,,1,73,72,030,006
6181060,USAHA MEMBUAT DONAT (DEWI),,JL H.A.M ARSYAD NO. 33 RT 03 RW 06,,,082350336545,,,,,,1,73,72,030,006
6181061,USAHA MEMBUAT JALANGKOTE (SAKKA),,JL H.A.M ARSYAD,,,085255384851,,,,,,1,73,72,030,006
6181062,USAHA MEMBUAT KUE BASAH (MIRA),,JL H.A.M ARSYAD,,,085399048527,,,,,,1,73,72,030,006
6181063,DEPOT AIR ISI ULANG SANWA (H.M ALI),,JL MANGGA NO 39 A,,,,,,,,,1,73,72,020,001
6181064,USAHA KUE BASAH (WARTIKA),,JL MANGGA NO 30 RT RW 5,,,082393140990,,,,,,1,73,72,020,001
6181065,USAHA MEMBUAT ES LILIN (HAJRAH),,JL JAMBU,,,081241858029,,,,,,1,73,72,020,001
6181067,USAHA MENJAHIT PAKAIAN (ASTUTI),,JL MANGGA NO 39 A,,,081347906788,,,,,,1,73,72,020,001
6181068,USAHA MENJAHIT PAKAIAN (ABD RAUF),,JL ABD KADIR NO 27,,,085256397955,,,,,,1,73,72,020,001
6181069,USAHA MENJAHIT PAKAIAN (SUPARDI),,JL AGUS SALIM NO 182,,,081342283123,,,,,,1,73,72,020,001
6181070,USAHA MEMBUAT KUE BASAH (FATMAWATI),,JL MANGGA 41,,,082187965003,,,,,,1,73,72,020,001
6181071,USAHA MEMBUAT KACANG DISCO (NURJANNAH),,JL JAMBU,,,085299567830,,,,,,1,73,72,020,001
6181072,DEPOT AIR MINUM ILHAM (DRS SENNONG),,JL ABD RASYID,,,082393173300,,,,,,1,73,72,020,001
6181073,USAHA MEMBUAT BANTAL KAPUK (HJ JIRA),,JL LASINRANG,,,082187044111,,,,,,1,73,72,030,002
6181074,MEMBUAT KUE BASAH (ITA),,JL LASINRANG,,,085340374153,,,,,,1,73,72,030,002
6181075,JASA PENGGILINGAN KELAPA (MAS ULENG),,JL PELIA UTARA,,,082349459574,,,,,,1,73,72,030,002
6181076,MENJAHIT PAKAIAN (HJ ZAM ZAM),,KOMPLEK PASAR NIAGA LAKESSI,,,085242668307,,,,,,1,73,72,030,002
6181078,USAHA MENJAHIT (A.SRIYANI),,KOMPLEK PASAR,,,085399397270,,,,,,1,73,72,030,002
6181079,USAHA MENJAHIT PAKAINA (HJ RAHMAWATI),,JL H AGUSSALIM RT 05 /RT 01,,,082 346 005 953,,,,,,1,73,72,011,005
6181080,USAHA MENJAHUIT PAKAIAN (JAHARIAH),,JL H AGUSSALIM RT 05 /RT 01,,,081354943217,,,,,,1,73,72,011,005
6181081,DEPOT AIR ISI ULANG BIO WATER,,JL H AGUSSALIM RT 05 /RT 01,,,082111777841,,,,,,1,73,72,011,005
6181082,USAHA ALUMINIUM KHAENUR,,JL H AGUSSALIM RT 05 /RT 01,,,081527476330,,,,,,1,73,72,011,005
6181083,USAHA MENJAHIT PAKAIAN (MARDIANA),,JL H AGUSSALIM RT 05 /RT 02,,,082348985000,,,,,,1,73,72,011,005
6181084,USAHA MENJAHIT PAKAINA (NURAENI),,JL H AGUSSALIM RT 05 /RT 02,,,08216343339,,,,,,1,73,72,011,005
6181085,DEPOT AIR MINUM ISI ULANG HIDAYAT,,JL H AGUSSALIM RT 05 /RT 02,,,,,,,,,1,73,72,011,005
6181086,USAHA MEMBUAT KUE (HATIJAH),,JL H AGUSSALIM RT 05 /RT 02,,,,,,,,,1,73,72,011,005
6181087,USAHA MEMBUAT GORENGAN (RAHMIAH),,JL HP CARA RT 05 RT 01,,,085242679270,,,,,,1,73,72,011,005
6181089,MEMBUAT PERHIASAN IMITASI (NURDIN),,ANDI MAKKASAU,,,082344544433,,,,,,1,73,72,030,004
6181090,USAHA MENJAHIT PAKAIAN WANITA (HASDANIAR),,JL SAWI,,,085299305991,,,,,,1,73,72,030,004
6181091,PERCETAKAN BRAM,,JL SAWI,,,085342531004,,,,,,1,73,72,030,004
6181092,USAHA KERAJINAN TAS DARI TALI KUR (BETALIA),,JL SAWI UTARA,,,082149256182,,,,,,1,73,72,030,004
6181093,PAPER FLOWER,,JL H. JAMIL ISMAIL,,,082149974047,,,,,,1,73,72,030,004
6181094,RO SEHATI,,JL H. JAMIL ISMAIL,,,085399023934,,,,,,1,73,72,030,004
6181095,JAHIT PAKAIAN WANITA (HJ MASTURA),,JL H. JAMIL ISMAIL,,,082331110796,,,,,,1,73,72,030,004
6181096,USAHA MEMBUAT KUE KERING (HJ SANIA),,JL ABU BAKAR LAMBOGO,,,085145365225,,,,,,1,73,72,030,004
6181123,USAHA MEMBUAT KUE BASAH <IRMAWATI>,,JL TITANG,,,082347978637,,,,,,1,73,72,030,006
6181124,PEMBUATAN KURSI DARI BAN <AMIR LAUDU>,,JL PETTA UNGA RT 3/ RW 4,,,085399280083,,,,,,1,73,72,030,006
6181125,USAHA GORENGAN <HJ MARHAMA>,,JL PETTA UNGA RT 3/ RW 4,,,081356835536,,,,,,1,73,72,030,006
6181126,USAHA MEMBUAT POT <INANI>,,JL TITANG,,,082393144052,,,,,,1,73,72,030,006
6181127,BUNGA MEKAR <HALIJAH>,,JL PETTA ODDO,,,085242583577/085299083761 WA,,,,,,1,73,72,030,006
6181128,KERANG INDAH <ST KHADIJAH>,,JL PETTA ODDO,,,085397355575,,ijahadijah@gmail.com,,,,1,73,72,030,006
6181129,USAHA MENJAHIT BAJU <NANDA>,,JL PETTA ODDO,,,081342510176,,,,,,1,73,72,030,006
6181130,USAHA MENJAHIT BAJU <FATMAWATI>,,JL PETTA ODDO,,,085293313822,,fatmawatiramli566@gmail.com,,,,1,73,72,030,006
6181149,USAHA MEMBUAT MEUBEL (H. BASRI),,JL INDUSTRI KECIL,,,0811466440,,,,,,1,73,72,030,007
6181150,DEPOT AIR MINUM ISI ULANG RISKA (RUDI),,JL WISATA JOMPIE,,,085341956941,,,,,,1,73,72,030,007
6181151,USAHA MEMBUAT KUE BASAH (SAKKA),,JL WISATA JOMPIE,,,085299083983,,,,,,1,73,72,030,007
6181152,USAHA MEMBUAT KUE KERING (SURIANTI),,JL WISATA JOMPIE,,,SURIANTI,,,,,,1,73,72,030,007
6181164,USAHA JAHIT BAJU (BURHANA),,JL BAMBU RUNCING NO. 142,,,082343919404,,,,,,1,73,72,011,002
6181165,PELANGI PONGSION (RAMSIL),,JL JEND SUDIRMAN,,,085238282182,,,,,,1,73,72,011,002
6181167,USAHA MEMBUAT BAWANG MERAH (MASRIANI),,JL JEND SUDIRMAN NO 154,,,082339795926,,masrianikiv567@gmail.com,,,,1,73,72,011,002
6181168,USAHA FURNITUR (CAKKO),,JL JEND SUDIRMAN,,,085 242 676 872,,,,,,1,73,72,011,002
6181169,ARIFAH BOLU CUKKE (ARIFAH),,JL JEND SUDIRMAN,,,,,,,,,1,73,72,011,002
6181170,USAHA JAHIT GORDEN (HJ ROSNANI),,JL JEND SUDIRMAN NO. 176,,,,,,,,,1,73,72,011,002
